1007	1558908034275	1486030000
1003	1558908034275	1487133300
1006	1558908034275	1486944600
1002	1558908034279	1490856300
1009	1558908034280	1491330000
1008	1558908034280	1491851500
1001	1558908034281	1492379300
1004	1558908034281	1493051800
1010	1558908034282	1492957500
1005	1558908034282	1493780900
1009	1558908036503	1217061900
1004	1558908036503	1216678000
1008	1558908036509	1222703800
1001	1558908036509	1222370900
1005	1558908036510	1222196200
1006	1558908036511	1235156000
1003	1558908036511	1235190600
1002	1558908036511	1161741600
1010	1558908036511	1162264900
1007	1558908036511	1235499000
1003	1558908038702	1166856900
1004	1558908038705	1202691300
1001	1558908038705	1192089200
1005	1558908038705	1189387200
1008	1558908038706	1192416900
1002	1558908038706	1167876500
1007	1558908038706	1169740400
1010	1558908038706	1168885800
1006	1558908038706	1169974200
1009	1558908038706	1203257900
1001	1558908040892	1186397400
1004	1558908040892	1129785700
1007	1558908040893	1185290300
1002	1558908040893	1181805600
1003	1558908040893	1191115700
1006	1558908040894	1170090600
1008	1558908040895	1130669100
1009	1558908040895	1124904500
1005	1558908040895	1188869300
1010	1558908040896	1189120800
1010	1558908043037	1112172200
1006	1558908043037	1143228900
1004	1558908043038	1145164900
1009	1558908043038	1116820600
1005	1558908043038	1110234900
1001	1558908043038	1145602900
1002	1558908043039	1145578500
1007	1558908043039	1145870100
1003	1558908043039	1145675200
1008	1558908043039	1117836600
1006	1558908045173	1135062200
1002	1558908045173	1133184600
1003	1558908045173	1109191100
1007	1558908045174	1117882000
1010	1558908045174	1135521600
1001	1558908045176	1136646200
1005	1558908045176	1136682600
1008	1558908045176	1133248400
1009	1558908045176	1136800700
1004	1558908045176	1136757200
1003	1558908047299	1126040600
1007	1558908047300	1125646900
1004	1558908047301	1102561400
1001	1558908047301	1118807200
1009	1558908047302	1104432800
1008	1558908047302	1126147200
1005	1558908047303	1126685900
1010	1558908047303	1128273400
1002	1558908047303	1129803400
1006	1558908047303	1129756100
1001	1558908049406	1105379900
1005	1558908049407	1098566500
1009	1558908049407	1101004200
1006	1558908049408	1103216500
1002	1558908049408	1105219400
1010	1558908049408	1105199900
1008	1558908049409	1103233500
1003	1558908049409	1110085400
1007	1558908049409	1109148900
1004	1558908049409	1108284400
1008	1558908051554	1118153300
1009	1558908051554	1146488300
1001	1558908051554	1146575200
1004	1558908051554	1118652200
1005	1558908051556	1148231900
1003	1558908051556	1136303400
1010	1558908051556	1146767000
1007	1558908051556	1136103400
1002	1558908051556	1146813400
1006	1558908051556	1146701300
1004	1558908053719	1164197200
1003	1558908053721	1164423800
1008	1558908053721	1166603200
1001	1558908053721	1166722400
1009	1558908053721	1166931900
1002	1558908053721	1138437400
1007	1558908053722	1165759200
1006	1558908053722	1137605200
1010	1558908053722	1165802900
1005	1558908053727	1171355400
